Title,Name,Part of volume,Physical description,Acquisition,destination,Languages,Authors,Mentions,Party to the Deed,Key Words,Notes,URL
[u'MS. Heb. e. 45/5'],[u'Masoretic fragment'],[u'MS. Heb. e. 45'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e injured and obliterated\u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'9a', u'10b']",[u'Main language: Hebrew.'],[],[],[],"[u'Masorah, separate.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/adeeb630-3561-4c8b-8d9e-7542f38008a3
[u'MS. Heb. e. 45/6'],[u'Rhymed prose'],[u'MS. Heb. e. 45'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'11a', u'12b']",[u'Main language: Hebrew.'],[],[],[],"[u'Liturgy. Various fragments.', u'Poems.']","[u'alphabetical\u200e,\u200e beg\u200e.\u200e \u05d0\u05bf\u05de\u05e8 \u05d9\u05d9 \u05d1\u05e8\u05d9\u05ea\u05d9 \u05dc\u05d0 \u05d0\u05d7\u05dc\u05dc \u200e,\u200e followed by another beg\u200e.\u200e \u05d0\u05bf\u05e0\u05e9\u05d9 \u05e8\u05e2 \u05dc\u05d0 \u05d9\u05d1\u05d9\u05e0\u05d5 \u05de\u05e9\u05e4\u05d8  to beg\u200e.\u200e of \u05d9\u200e;\u200e fol. 12 \u200e,\u200e beg\u200e.\u200e \u05db\u05bf\u05d6\u05d1 \u05e2\u05e0\u05d5 \u05d1\u05dd. \u05d5\u05e9\u05de\u05d7\u05d5 \u05d1\u05d5 \u05d1\u05dc\u05d1\u05dd \u200e,\u200e followed by \u05d0\u05bf\u05d5\u05dc\u05ea \u05e2\u05d3\u05ea \u05d7\u05e0\u05e3 \u05d5\u05de\u05e8\u05d9\u05ea  to \u05d7\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/5d5909c3-2ff2-481a-ba0a-3326d11a1a08
[u'MS. Heb. e. 45/7'],[u'An Arabic sermon'],[u'MS. Heb. e. 45'],"[u'Large Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'13a', u'16b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Homilies. Arabic.'],[u'a section beg\u200e.\u200e \u05e4\u05d0\u05dc\u05ea\u05d5\u05d1\u05d4 \u05de\u05e0\u05d4 \u05d9\u05db\u05d5\u05df \u05d1\u05e6\u05dc\u05d0\u05d7 \u05d0\u05dc\u05e6\u0307\u05de\u05d9\u05e8 \u05d5\u05d7\u05e1\u05df \u05d0\u05dc\u05d0\u05e2\u05ea\u05e7\u05d0\u05d3 \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8b5ef734-0efa-45f2-92b8-ee1001556f29
[u'MS. Heb. e. 45/8'],[u'A treatise on \u05d0\u05d1\u05d9\u05d1'],[u'MS. Heb. e. 45'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'17a', u'18b']",[u'Main language: Judeo-Arabic.'],[],[],[],[u'Theological treatises. Arabic.'],[u'last section beg\u200e.\u200e \u05de\u05d0 \u05e1\u05de\u05e2\u05e0\u05d0 \u05d0\u05df \u05e4\u05d9 \u05d0\u05dc\u05d9\u05d4\u05d5\u05d3 \u05e4\u05e8\u05e7\u05d4 \u05d0\u05df \u05ea\u05e7\u05d5\u05dc \u05d0\u05e0\u05d0 \u05d0\u05d3\u05d0 \u05d5\u05d2\u05d3\u05e0\u05d0 \u05d1\u05e7\u05e2\u05d4 \u05e4\u05d9\u05d4\u05d0 \u05d0\u05dc\u05d0\u05db\u05e6\u0307\u05e8 \u05d5\u05d0\u05dc\u05e4\u05e1\u05ea\u05e7\u05d9 \u05d5\u05d0\u05dc\u05d0\u05e6\u05e4\u05e8 \u05d4\u05d9 \u05d3\u05dc\u05d9\u05dc \u05e8\u05d0\u05e9\u05d5\u05df ... '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/72efa562-dda0-4e9b-a6bb-a5990ae44ba7
[u'MS. Heb. e. 45/9'],[u'Some philosophical treatise'],[u'MS. Heb. e. 45'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought through the Rev. G. J. Chester, 1892 (from the Genizah).']","[u'19a', u'20b']",[u'Main language: Hebrew.'],[],[],[],"[u'Philosophical treatises, anonymous.']",[u'a section beg\u200e.\u200e \u05d5\u05d0\u05e9\u05d0\u05dc \u05e2\u05dc \u05e1\u05d1\u05d9\u05d1\u05d5 \u05e9\u05dc\u05d2\u05dc\u05d2\u05dc \u05e1\u05d5\u05d1\u05d1 \u05de\u05d7\u05de\u05ea\u05d5 \u05d0\u05d5 \u05de\u05d7\u05de\u05ea \u05de\u05e1\u05d1\u05d9\u05d1 \u05d0\u05dd \u05ea\u05de\u05e6\u05d0 \u05dc\u05d5\u05de\u0307 \u05de\u05d7\u05de\u05ea \u05de\u05e1\u05d1\u05d9\u05d1 ... '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8b2b3f0a-41e7-411f-8567-c9a95791669c
[u'MS. Heb. e. 46'],[u'Fragments of Halakhah in Arabic'],[],"[u'Syr\u200e.\u200e large squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e \u200e(\u200eold\u200e)\u200e\u200e;\u200e \u200e4\u200eto\u200e,\u200e vellum \u200e,\u200e much obliterated\u200e.\u200e ', u'Ff\u200e.\u200e \u200e9\u200e\u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'Bodleian Library, Oxford University', u'1a', u'9b']",[u'Main language: Judeo-Arabic.'],[],[],[],[],[u' In both treatises Rabbinical quotations are given with the introduction \u05d5\u05e7\u05d0\u05dc\u05d5 \u05d0\u05dc\u05e2\u05d5\u05dc\u05de\u05d0 \u200e.\u200e On the upper margin of fol. 1  are the following words\u200e:\u200e \u05de\u05df \u05d4\u05d9\u05dc\u05db\u05ea \u05e9\u05d7\u05d9\u05d8\u05d4 \u05d5\u05e0\u05d9\u05d3\u05d4 \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/cbb48441-fe9b-4a3f-9a90-850b632c54a6
[u'MS. Heb. e. 47/1'],"[u""Maimonides' \u05d4\u0307 \u05e9\u05d7\u05d9\u05d8\u05d4 with an Arabic commentary""]",[u'MS. Heb. e. 47'],"[u'Yemen Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'1a', u'21b']",[u'The main language is Hebrew. Other languages included: Judeo-Arabic.'],['Moses b. Maimon'],[],[],"[u'Moses b. Maimon. \u05de\u05e9\u05e0\u05d4 \u05ea\u05d5\u05e8\u05d4.', u'Moses b. Maimon. \u05de\u05e9\u05e0\u05d4 \u05ea\u05d5\u05e8\u05d4. Anonymous commentaries on it. Arabic.']","[u'beg\u200e.\u200e missing\u200e.\u200e Chap\u200e.\u200e ii beg\u200e.\u200e \u05d1\u05db\u05dc \u05de\u05e7\u05d5\u05dd \u05de\u05d5\u05ea\u05e8 \u05dc\u05e9\u05d7\u05d5\u05d8 \u05d7\u05d5\u05e5 \u05de\u05df \u05d4\u05e2\u05d6\u05e8\u05d4 \u05de\u05df \u05d0\u05d2\u0307\u05dc\u05d0\u05dc \u05d0\u05dc\u05e2\u05d6\u05e8\u05d4 \u05d5\u05d0\u05db\u0307\u05e8\u05d0\u05de\u05d4\u05d0 \u05d5\u05db\u05d5\u05e0\u05d4\u05d0 \u05dc\u05d0 \u05d9\u05d3\u0307\u05d1\u05d7 \u05e4\u05d9\u05d4\u05d0 \u05d0\u05dc\u05d0 \u05e7\u05d3\u05e9\u05d9 \u05de\u05d6\u05d1\u05d9\u05d7 \u05d7\u05e8\u05dd \u05e2\u05dc\u05d9\u05e0\u05d0 \u05d0\u05df \u05dc\u05d0 \u05e0\u05d3\u0307\u05d1\u05d7 \u05e4\u05d9\u05d4\u05d0 \u05d7\u05d5\u05dc\u05d9\u05df  to iii\u200e.\u200e \u200e1\u200e\u200e9\u200e\u200e;\u200e lacuna \u200e(\u200ebetween ff. 10 and 11 \u200e)\u200e\u200e,\u200e end missing\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/8bb4d602-4beb-4ac6-b537-d307862e4878
[u'MS. Heb. e. 47/2'],"[u""Rashi's commentary on Genesis""]",[u'MS. Heb. e. 47'],"[u'Yemen Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'22a', u'36b']",[u'Main language: Hebrew.'],['Solomon b. Isaac (Rashi)'],[],[],[u'Solomon b. Isaac (Rashi). Commentaries: Genesis.'],"[u'xii\u200e.\u200e \u200e8\u200e \u200e(\u200e\u05db\u05dc \u05d0\u05e8\u05e5 \u05d9\u05e9\u05e8\u05d0\u05dc \u05de\u05d6\u05e8\u05e2\u05d5 \u05e9\u05dc\u05e9\u05dd\u200e)\u200e to xvi\u200e.\u200e \u200e8\u200e \u200e(\u200e\u05de\u05d4\u05d9\u05db\u05df \u05d1\u05d0\u05ea \u05d9\u05d5\u05d3\u05e2 \u05d4\u05d9\u05d4\u200e)\u200e\u200e,\u200e with some variations and no French words\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/f9546a44-0333-411a-9127-d3bd6d7c1511
[u'MS. Heb. e. 47/3'],[u'An Arabic sermon on \u05e1\u05d5\u05db\u05d5\u05ea'],[u'MS. Heb. e. 47'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e,\u200e with red lines over the words\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'37a', u'42b']",[u'Main language: Judeo-Arabic.'],[],[],[],"[u'Homilies. Arabic.', u'Midrash. \u05d7\u05d2 \u05d4\u05e1\u05d5\u05db\u05d5\u05ea (sermon).']",[u'beg\u200e.\u200e missing\u200e.\u200e At end \u05ea\u05dd \u05de\u05d3\u05e8\u05e9 \u05d7\u05d2 \u05d4\u05e1\u05d5\u05db\u05d5\u05ea \u05d5\u05db\u05ea\u05d1 \u05e2\u05d1\u05d3 \u05d4\u05d0\u05dc \u05e6\u05d3\u05e7\u05d4 \u05d4\u05db\u05d4\u05df \u05d1\u05e8\u0307 (a word erased) \u05e9\u05e8 \u05e9\u05dc\u05d5\u05dd \u05d5\u05e9\u05dc\u05d5\u05dd... '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/9da6d2e7-a744-449b-9e36-b234715a8f01
[u'MS. Heb. e. 47/4'],[u'An Agadic commentary or a Midrash on Ruth'],[u'MS. Heb. e. 47'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e much stained\u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'43a', u'48b']",[u'Main language: Hebrew.'],[],[],[],"[u'Bible. Commentaries. Anonymous. Hebrew: Ruth.', u'Midrash. \u05e8\u05d1\u05d4; \u05e8\u05d5\u05ea.']","[u'beg\u200e.\u200e missing\u200e;\u200e i\u200e.\u200e \u200e6\u200e \u05db\u05d9 \u05e4\u05e7\u05d3 \u05d9\u05d9 \u05d0\u05ea \u05e2\u05de\u05d5 \u05dc\u05dc\u05de\u05d3\u05da \u05e9\u05d0\u05d9\u05e0\u05d4 \u05dc\u05d5\u05e7\u05d4 \u05ea\u05d7\u05d9\u05dc\u05d4 \u05d0\u05d9\u05dc\u05d0 \u05d0\u05e8\u05e5 \u05d9\u05e9\u05e8\u05d0\u05dc \u05d1\u05dc\u05d1\u05d3 \u05d5\u05db\u05df \u05d4\u05d5\u05d0 \u05d0\u05d5\u0307 \u05d1\u05d9\u05df \u05d4\u05d0\u05d5\u05dc\u05dd \u05d5\u05d2\u0307 \u200e,\u200e end\u200e,\u200e iv\u200e.\u200e \u200e1\u200e\u200e1\u200e incomplete\u200e,\u200e ... \u05d5\u05db\u05dc\u05d0\u05d4 \u05d0\u0307\u05e8\u0307 \u05d0\u05d7\u05d0 \u05db\u05dc \u05d4\u05e0\u05d5\u05e9\u05d0 \u05d0\u05e9\u05d4 \u05db\u05e9\u05d9\u05e8\u05d4 \u05db\u05d0\u05d9\u05dc\u05d5 \u05e7\u05d9\u05d9\u05dd \u05d0\u05ea \u05d4\u05ea\u05d5\u05e8\u05d4 \u05de\u05e8\u05d0\u05e9 \u05d5\u05e2\u05d3 \u05e1\u05d5\u05e3 ... \u05de\u05e2\u05e9\u05d4 \u05d1\u05d0\u05d7\u05d3 \u05e9\u05d9\u05e8\u05d3 \u05de\u05e0\u05db\u05e1\u05d9\u05d5 ... \u05dc\u05d0 \u05d3\u05d9\u05d9 \u05e9\u05d4\u05d9\u05e0\u05d7\u05ea\u05d9 \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/55e89830-a484-40cc-87e6-30c4d39ab918
[u'MS. Heb. e. 47/5'],[u'Masorah on the Targum of Onqelos'],[u'MS. Heb. e. 47'],"[u'Syr\u200e.\u200e squ\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e vellum \u200e,\u200e stained\u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'49a', u'54b']",[u'Main language: Hebrew.'],[],[],[],"[u'Masorah, to Targum Onqelos.']","[u'from Gen\u200e.\u200e xiv\u200e.\u200e \u200e9\u200e to chap\u200e.\u200e xxv\u200e,\u200e beginning and end obliterated\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/9fcac48b-4582-46d4-98c1-1bcd4b2a142b
[u'MS. Heb. e. 47/6'],"[u'Fragment of a comparative grammar of Hebrew and Arabic, in Arabic']",[u'MS. Heb. e. 47'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e1\u200e\u200e2\u200emo\u200e,\u200e vellum \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'55a', u'56b']",[u'The main language is Judeo-Arabic. Other languages included: Hebrew.'],[],[],[],[u'Grammatical treatises. Arabic.'],[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/3a193d5e-e2b4-4106-b5e5-580227b3abc5
[u'MS. Heb. e. 48/1'],[u'Arabic translation of Exodus'],[u'MS. Heb. e. 48'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'1a', u'6b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Exodus.']",[u'ix\u200e.\u200e \u200e2\u200e\u200e5\u200e \u200e(\u200e\u05de\u05df \u05d0\u05e0\u05e1\u05d0\u05df\u200e)\u200e to xii\u200e.\u200e \u200e1\u200e\u200e7\u200e \u200e(\u200e\u05e2\u05dc\u05d9 \u05de\u05e8 \u05d0\u05d2\u05d9\u05d0\u05dc\u05db\u05dd\u200e)\u200e\u200e.\u200e By Seadiah Gaon \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/ad189244-a8ec-4d99-86c8-b2bfc5ca8266
[u'MS. Heb. e. 48/2'],[u'Arabic translation of Exodus'],[u'MS. Heb. e. 48'],"[u'Syr\u200e.\u200e squ\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'7a', u'19b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Exodus.']",[u'xii\u200e.\u200e \u200e1\u200e\u200e2\u200e \u200e(\u200e\u05e4\u05d9 \u05d1\u05dc\u05d3\u200e)\u200e to xx\u200e.\u200e \u200e2\u200e\u200e4\u200e \u200e(\u200e\u05de\u05d6\u05d1\u05d7\u200e)\u200e\u200e.\u200e By Seadiah Gaon '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/624cd732-27ed-4dc2-86c2-102a3421a964
[u'MS. Heb. e. 48/3'],[u'Arabic translation of Exodus'],[u'MS. Heb. e. 48'],"[u'Syr\u200e.\u200e small Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e small \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'20a', u'30b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Exodus.']","[u'xx\u200e.\u200e \u200e1\u200e\u200e7\u200e \u200e(\u200e\u05d5\u05dc\u05d0\u200e)\u200e to xxv\u200e.\u200e \u200e2\u200e\u200e3\u200e \u200e(\u200e\u05d5\u05e0\u05e6\u05e3\u200e)\u200e\u200e;\u200e the quire is marked \u05d9\u0307\u05d6\u0307\u200e,\u200e the sections are marked on the margin by \u05e4\u05e8\u05e9\u200e.\u200e By Seadiah Gaon \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/4b71bad2-fdaa-4911-9414-827208f6c161
[u'MS. Heb. e. 48/4'],[u'A fragment of an Arabic commentary or a homily on Haftaroth'],[u'MS. Heb. e. 48'],"[u'Syr\u200e.\u200e cursive char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'31a', u'32b']",[u'Main language: Judeo-Arabic.'],[],[],[],"[u'Bible. Commentaries. Anonymous. Arabic: Haftaroth.', u'Homilies. Arabic. On Haftaroth.']","[u'\u200e(\u200eleaves \u05e7\u05e0 and \u05e7\u05e0\u05d0\u200e)\u200e\u200e,\u200e of \u05e7\u05d3\u05d5\u05e9\u05d9\u05dd\u200e.\u200e Specimen for identification \u200e(\u200e fol. 31b \u200e)\u200e\u200e:\u200e \u05db\u05de\u05ea\u05dc \u05de\u05d0 \u05ea\u05d1\u05d9\u05bf\u05d9\u05df \u05e4\u05d9 \u05e4\u05e8\u05e9\u05ea \u05d0\u05d7\u05e8\u05d9 \u05de\u05d5\u05ea \u05d5\u05e9\u05e8\u05d7 \u05d0\u05dc\u05d4\u05e4\u05d8\u05e8\u05d4 \u05d5\u05d0\u05e1\u05ea\u05d7\u05e7\u05bf\u05d5 \u05d1\u05d3\u05dc\u05da \u05d0\u05dc\u05d3\u05bf\u05dc \u05d5\u05d0\u05dc\u05e2\u05d1\u05d5\u05d3\u05d9\u05d9\u05d4 \u05d5\u05db\u05e7\u05d5 \u05e4\u05d9 \u05d0\u05dc\u05d2\u05dc\u05d5\u05ea \u05de\u05e7\u05d4\u05d5\u05e8\u05d9\u05df \u05de\u05d2\u05bf\u05e6\u05d5\u05d1\u05d9\u05df \u05d1\u05d0\u05dc\u05db\u05bf\u05e8\u05d5\u05d2\u05b4 \u05de\u05df \u05de\u05d3\u05d4\u05d1\u05d4\u05dd \u05d5\u05e2\u05dc\u05d9 \u05d0\u05dc\u05e1\u05d2\u05d5\u05d3 \u05dc\u05dc\u05d0\u05e6\u05e0\u05d0\u05dd \u05d5\u05d0\u05dc\u05d0\u05d5\u05ea\u05d0\u05df \u05db\u05e7\u05d5\u05dc\u05d4 \u05e4\u05d9 \u05d0\u05dc\u05d4\u05e4\u05d8\u05e8\u05d4 \u05d0\u05dc\u05d9\u05d5\u05dd \u05d5\u05d9\u05d4\u05d9 \u05d1\u05e9\u05e0\u05d4 \u05d4\u05e9\u05d1\u05d9\u05e2\u05d9\u05ea \u05d1\u05d7\u05de\u05d9\u05e9\u05d9 \u05d1\u05e2\u05e9\u05d5\u05e8 \u05dc\u05d7\u05d5\u05d3\u05e9 \u05d1\u05d0\u05d5 \u05d0\u05e0\u05e9\u05d9\u05dd \u05de\u05d6\u05e7\u05e0\u05d9 \u05d9\u05e9\u05e8\u05d0\u05dc \u05dc\u05d3\u05e8\u05d5\u05e9 \u05d0\u05ea \u05d9\u05d9 \u05d5\u05d9\u05e9\u05d1\u05d5 \u05dc\u05e4\u05e0\u05d9\u05d5. \u05d4\u05d0\u05dc\u05d0\u05d9 \u05d0\u05dc\u05d6\u05e7\u05e0\u05d9\u05dd \u05d4\u05dd \u05d7\u05e0\u05e0\u05d9\u05d4 \u05de\u05d9\u05e9\u05d0\u05dc \u05d5\u05e2\u05d6\u05e8\u05d9\u05d4 \u05d5\u05d3\u05dc\u05da \u05d0\u05df \u05e2\u05e0\u05d3 \u05de\u05d0 \u05d0\u05d2\u05dc\u05d0 \u05e0\u05d1\u05d5\u05db\u05d3\u05e0\u05e6\u05e8 \u05d9\u05e9\u05e8\u05d0\u05dc \u200e.\u200e  ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/9024ed21-4c8d-4a84-b4f3-cb77018ed5d4
[u'MS. Heb. e. 48/5'],"[u""Seadiah's Arabic translation of Deuteronomy""]",[u'MS. Heb. e. 48'],"[u'Syr\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e \u200e8\u200evo\u200e,\u200e paper \u200e.\u200e ']","[u'Bought from Wertheimer, 1893 (from the Genizah).']","[u'33a', u'46b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Deuteronomy.']",[u'headed \u05d0\u05ea\u05d7\u05d9\u05dc \u05dc\u05db\u05ea\u05d5\u05d1 \u05e9\u05e8\u05d7 \u05d0\u05dc\u05d4 \u05d4\u05d3\u05d1\u05e8\u05d9\u05dd \u05dc\u05e8\u05d1\u05d9\u05e0\u05d5  \u05e1\u05e2\u05d3\u05d9\u05d4 \u05e4\u05d9\u05d5\u05de\u05d9 \u05d2\u05d0\u05d5\u05df  \u05d6\u05db\u05e8\u05d5 \u05dc\u05d1\u05e8\u05db\u05d4  to \u05d0\u05d6 \u05d9\u05d1\u05d3\u05d9\u05dc \u200e(\u200eiv\u200e.\u200e \u200e4\u200e\u200e1\u200e\u200e)\u200e\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/6a9ec2aa-e3e0-41d3-8fe8-f855ac93b400
